Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M01035931,Spns2(b)/Spns2(b),2012-08-23,JT,FT1,1.03E+05,1.01E+05,25,0.02,798,280,0.28
M01020915,Tff1/Tff1,2012-08-23,JT,FT1,1.22E+05,1.21E+05,110,0.09,827,324,0.27
M01027809,Tff1/Tff1,2012-08-23,JT,FT1,9.87E+04,9.70E+04,23,0.02,1479,230,0.24
M01027808,Tff1/Tff1,2012-08-23,JT,FT1,1.14E+05,1.12E+05,61,0.05,926,346,0.31
M01027796,Tff1/Tff1,2012-08-23,JT,FT1,1.05E+05,1.04E+05,43,0.04,1358,286,0.27
M01027795,Tff1/Tff1,2012-08-23,JT,FT1,1.18E+05,1.17E+05,32,0.03,665,365,0.31
M01027797,Tff1/Tff1,2012-08-23,JT,FT1,1.18E+05,1.17E+05,29,0.02,765,371,0.32
M01026526,Tm9sf4/Tm9sf4,2012-08-23,JT,FT1,1.13E+05,1.12E+05,59,0.05,1290,364,0.32
M01026820,Tmem189/Tmem189,2012-08-23,JT,FT1,1.08E+05,1.07E+05,74,0.07,1239,275,0.26
M01026818,Tmem189/Tmem189,2012-08-23,JT,FT1,1.03E+05,1.02E+05,58,0.06,1301,342,0.33
M01026828,Tmem189/Tmem189,2012-08-23,JT,FT1,1.08E+05,1.06E+05,14,0.01,1120,265,0.25
M01026811,Tmem189/Tmem189,2012-08-23,JT,FT1,1.18E+05,1.17E+05,82,0.07,1083,360,0.31
M00981439,Wdr37/Wdr37,2012-08-23,JT,FT1,1.20E+05,1.19E+05,53,0.04,282,418,0.35
M01018004,Wnt3/+,2012-08-23,JT,FT1,1.18E+05,1.17E+05,100,0.09,528,272,0.23
M01018006,Wnt3/+,2012-08-23,JT,FT1,1.11E+05,1.10E+05,33,0.03,510,262,0.24
M01018007,Wnt3/+,2012-08-23,JT,FT1,1.16E+05,1.15E+05,137,0.12,618,331,0.29
M01044470,Wnt3/+,2012-08-23,JT,FT1,1.22E+05,1.21E+05,20,0.02,819,303,0.25
M01187462,+/+,2012-10-08,RM,FT1,1.67E+05,1.64E+05,2995,1.83,146,510,0.31
M01048229,Aff3/Aff3,2012-10-11,JT,FT1,1.64E+05,1.62E+05,1508,0.93,56,290,0.18
M01057842,Arhgef7/+,2012-10-11,JT,FT1,1.06E+05,1.05E+05,1015,0.97,18,214,0.2
M01057827,Arhgef7/+,2012-10-11,JT,FT1,1.04E+05,1.04E+05,461,0.44,51,229,0.22
M01057829,Arhgef7/+,2012-10-11,JT,FT1,9.59E+04,9.50E+04,568,0.6,96,248,0.26
M01057830,Arhgef7/+,2012-10-11,JT,FT1,1.08E+05,1.07E+05,561,0.52,98,324,0.3
M01057843,Arhgef7/+,2012-10-11,JT,FT1,1.18E+05,1.17E+05,446,0.38,110,372,0.32
M01057367,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.25E+05,1.24E+05,677,0.55,66,270,0.22
M01057371,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.05E+05,1.04E+05,639,0.61,99,247,0.24
M01057370,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.10E+05,1.09E+05,563,0.52,53,261,0.24
M01057369,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.12E+05,1.11E+05,1400,1.26,111,281,0.25
M01057368,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.32E+05,1.30E+05,1185,0.91,58,344,0.26
M01057359,Calcoco2/Calcoco2,2012-10-11,JT,FT1,1.15E+05,1.13E+05,1387,1.23,116,287,0.25
M01073073,Cbx6/Cbx6,2012-10-11,JT,FT1,1.16E+05,1.14E+05,1330,1.17,132,329,0.29
M01070141,Cnot6/Cnot6,2012-10-11,JT,FT1,1.12E+05,1.11E+05,556,0.5,32,240,0.22
M01070140,Cnot6/Cnot6,2012-10-11,JT,FT1,1.32E+05,1.31E+05,894,0.68,59,363,0.28
M01070139,Cnot6/Cnot6,2012-10-11,JT,FT1,1.11E+05,1.10E+05,505,0.46,97,311,0.28
M01059537,Dcx/Y,2012-10-11,JT,FT1,1.27E+05,1.25E+05,1057,0.85,49,361,0.29
M01059540,Dcx/Y,2012-10-11,JT,FT1,1.33E+05,1.32E+05,688,0.52,34,217,0.16
M01061677,Dph2/+,2012-10-11,JT,FT1,1.12E+05,1.11E+05,683,0.62,99,282,0.25
M01061679,Dph2/+,2012-10-11,JT,FT1,1.12E+05,1.11E+05,842,0.76,156,301,0.27
M01061681,Dph2/+,2012-10-11,JT,FT1,1.01E+05,9.99E+04,707,0.71,61,279,0.28
M01058765,Expi/Expi,2012-10-11,JT,FT1,1.11E+05,1.10E+05,545,0.5,85,291,0.26
M01014798,Gle1/+,2012-10-11,JT,FT1,1.14E+05,1.14E+05,419,0.37,31,278,0.24
M01058789,Gprc5b/Gprc5b,2012-10-11,JT,FT1,1.22E+05,1.21E+05,677,0.56,22,254,0.21
M01058791,Gprc5b/Gprc5b,2012-10-11,JT,FT1,1.18E+05,1.16E+05,1398,1.21,60,267,0.23
M01058790,Gprc5b/Gprc5b,2012-10-11,JT,FT1,1.10E+05,1.08E+05,834,0.77,54,258,0.24
M01056379,Hsp90aa1/Hsp90aa1,2012-10-11,JT,FT1,1.29E+05,1.28E+05,787,0.61,19,331,0.26
M00930114,Hsp90aa1/Hsp90aa1,2012-10-11,JT,FT1,1.13E+05,1.12E+05,556,0.5,56,372,0.33
M01073504,Jmjd5/+,2012-10-11,JT,FT1,1.14E+05,1.13E+05,284,0.25,31,271,0.24
M01068484,Jmjd5/+,2012-10-11,JT,FT1,1.10E+05,1.08E+05,1061,0.98,151,353,0.33
M01068476,Jmjd5/+,2012-10-11,JT,FT1,1.20E+05,1.19E+05,448,0.38,77,400,0.34
M01056374,Mapk10/Mapk10,2012-10-11,JT,FT1,9.17E+04,9.08E+04,620,0.68,60,248,0.27
M01063000,Mapk10/Mapk10,2012-10-11,JT,FT1,1.20E+05,1.19E+05,783,0.66,98,367,0.31
M01059954,Mapk10/Mapk10,2012-10-11,JT,FT1,1.05E+05,1.04E+05,346,0.33,56,251,0.24
M01058784,Mlec/Mlec,2012-10-11,JT,FT1,1.02E+05,1.01E+05,752,0.74,68,269,0.27
M01054937,Myo15/Myo15,2012-10-11,JT,FT1,1.20E+05,1.19E+05,550,0.46,66,292,0.24
M01054938,Myo15/Myo15,2012-10-11,JT,FT1,1.08E+05,1.06E+05,1085,1.02,102,271,0.26
M01054939,Myo15/Myo15,2012-10-11,JT,FT1,1.09E+05,1.08E+05,542,0.5,96,296,0.27
M01070179,Myo15/Myo15,2012-10-11,JT,FT1,1.22E+05,1.21E+05,527,0.44,68,361,0.3
M01047488,Pacsin3/Pacsin3,2012-10-11,JT,FT1,9.89E+04,9.74E+04,1099,1.13,105,284,0.29
M01053579,Pacsin3/Pacsin3,2012-10-11,JT,FT1,1.20E+05,1.19E+05,779,0.65,65,368,0.31
M01006279,Pfn1/+,2012-10-11,JT,FT1,1.08E+05,1.07E+05,928,0.87,73,269,0.25
M01066827,Phtf2/Phtf2,2012-10-11,JT,FT1,1.20E+05,1.20E+05,403,0.34,31,244,0.2
M01072323,Pld5(b)/Pld5(b),2012-10-11,JT,FT1,1.17E+05,1.16E+05,601,0.52,85,336,0.29
M01072326,Pld5(b)/Pld5(b),2012-10-11,JT,FT1,1.16E+05,1.15E+05,515,0.45,73,378,0.33
M01073138,Rnaseh2c/+,2012-10-11,JT,FT1,1.26E+05,1.25E+05,455,0.36,35,359,0.29
M01073137,Rnaseh2c/+,2012-10-11,JT,FT1,1.10E+05,1.09E+05,437,0.4,54,328,0.3
M01073139,Rnaseh2c/+,2012-10-11,JT,FT1,1.17E+05,1.16E+05,720,0.62,39,364,0.31
M01053024,Rufy2/Rufy2,2012-10-11,JT,FT1,1.01E+05,1.00E+05,1185,1.19,21,245,0.24
M01053022,Rufy2/Rufy2,2012-10-11,JT,FT1,1.18E+05,1.16E+05,1100,0.95,71,328,0.28
M01067878,Rufy2/Rufy2,2012-10-11,JT,FT1,1.24E+05,1.23E+05,1066,0.87,91,274,0.22
M01067880,Rufy2/Rufy2,2012-10-11,JT,FT1,1.21E+05,1.20E+05,539,0.45,28,344,0.29
M01067881,Rufy2/Rufy2,2012-10-11,JT,FT1,1.13E+05,1.11E+05,1229,1.11,99,349,0.31
M01053680,Secisbp2(c)/Secisbp2(c),2012-10-11,JT,FT1,1.13E+05,1.12E+05,383,0.34,81,240,0.21
M01053679,Secisbp2(c)/Secisbp2(c),2012-10-11,JT,FT1,1.12E+05,1.10E+05,684,0.62,96,290,0.26
M01053678,Secisbp2(c)/Secisbp2(c),2012-10-11,JT,FT1,1.01E+05,9.90E+04,1726,1.74,91,347,0.35
M01053682,Secisbp2(c)/Secisbp2(c),2012-10-11,JT,FT1,1.26E+05,1.25E+05,597,0.48,42,514,0.41
M01056562,Sirt3/Sirt3,2012-10-11,JT,FT1,1.28E+05,1.28E+05,341,0.27,19,321,0.25
M01056560,Sirt3/Sirt3,2012-10-11,JT,FT1,1.09E+05,1.08E+05,709,0.66,59,284,0.26
M01056204,Snap47/Snap47,2012-10-11,JT,FT1,1.08E+05,1.06E+05,836,0.79,65,277,0.26
M01053785,Snap47/Snap47,2012-10-11,JT,FT1,1.00E+05,9.88E+04,964,0.98,128,280,0.28
M01053787,Snap47/Snap47,2012-10-11,JT,FT1,1.02E+05,1.01E+05,517,0.51,56,290,0.29
M01053784,Snap47/Snap47,2012-10-11,JT,FT1,1.14E+05,1.14E+05,456,0.4,80,340,0.3
M01053786,Snap47/Snap47,2012-10-11,JT,FT1,1.37E+05,1.36E+05,601,0.44,55,424,0.31
M01060732,Thumpd3/Thumpd3,2012-10-11,JT,FT1,1.10E+05,1.08E+05,1396,1.29,142,336,0.31
M01022328,Tnik/Tnik,2012-10-11,JT,FT1,1.10E+05,1.09E+05,671,0.62,93,232,0.21
M01022330,Tnik/Tnik,2012-10-11,JT,FT1,1.07E+05,1.05E+05,2221,2.12,106,383,0.36
M01061484,Trpc2/Trpc2,2012-10-11,JT,FT1,1.14E+05,1.13E+05,655,0.58,110,265,0.23
M01061487,Trpc2/Trpc2,2012-10-11,JT,FT1,1.18E+05,1.16E+05,1747,1.51,67,315,0.27
M01061486,Trpc2/Trpc2,2012-10-11,JT,FT1,1.29E+05,1.28E+05,669,0.52,37,371,0.29
M01057914,Vps53/+,2012-10-11,JT,FT1,9.84E+04,9.76E+04,524,0.54,35,191,0.2
M01057915,Vps53/+,2012-10-11,JT,FT1,1.19E+05,1.18E+05,869,0.74,61,231,0.2
M01057912,Vps53/+,2012-10-11,JT,FT1,1.23E+05,1.22E+05,427,0.35,53,240,0.2
M01057913,Vps53/+,2012-10-11,JT,FT1,8.14E+04,8.01E+04,1113,1.39,17,241,0.3
M01057916,Vps53/+,2012-10-11,JT,FT1,1.24E+05,1.23E+05,698,0.57,39,388,0.31
M01050825,Wdr37/Wdr37,2012-10-11,JT,FT1,1.06E+05,1.05E+05,1024,0.98,57,260,0.25
M01050060,Wdr37/Wdr37,2012-10-11,JT,FT1,1.09E+05,1.08E+05,314,0.29,51,288,0.27
M01050059,Wdr37/Wdr37,2012-10-11,JT,FT1,1.05E+05,1.04E+05,570,0.55,95,301,0.29
M01048352,Wdr37/Wdr37,2012-10-11,JT,FT1,1.10E+05,1.09E+05,628,0.58,28,294,0.27
M01056449,Wnt3/+,2012-10-11,JT,FT1,1.18E+05,1.17E+05,1007,0.86,70,337,0.29
M01150749,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.70E+05,1.68E+05,2149,1.28,115,537,0.32
M01150750,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.73E+05,1.70E+05,2753,1.62,132,549,0.32
M01150748,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.70E+05,1.67E+05,2159,1.29,132,550,0.33
M01150747,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.76E+05,1.72E+05,3226,1.88,228,577,0.33
M01150746,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.70E+05,1.67E+05,2495,1.49,130,561,0.33
M01150745,4932438H23Rik/4932438H23Rik,2013-02-06,RM,FT1,1.63E+05,1.60E+05,2358,1.47,145,539,0.34
M01100872,Abca4/Abca4,2013-02-06,RM,FT1,1.62E+05,1.60E+05,1544,0.97,135,499,0.31
M01100873,Abca4/Abca4,2013-02-06,RM,FT1,1.61E+05,1.58E+05,2342,1.48,148,521,0.33
M01087975,Aff3/Aff3,2013-02-06,RM,FT1,1.42E+05,1.40E+05,1429,1.02,131,604,0.43
M01133144,Arhgef7/+,2013-02-06,RM,FT1,1.59E+05,1.57E+05,1223,0.78,125,408,0.26
M01128929,Arpc1b/Arpc1b,2013-02-06,RM,FT1,1.57E+05,1.55E+05,1631,1.05,108,376,0.24
M01096759,Arvcf/Arvcf,2013-02-06,RM,FT1,1.46E+05,1.43E+05,2071,1.45,163,505,0.35
M01117382,Cand2/Cand2,2013-02-06,RM,FT1,1.59E+05,1.57E+05,1213,0.77,141,400,0.25
M01117390,Cand2/Cand2,2013-02-06,RM,FT1,1.60E+05,1.57E+05,2191,1.4,203,624,0.4
M01145802,Cand2/Cand2,2013-02-06,RM,FT1,1.58E+05,1.55E+05,2347,1.51,171,435,0.28
M01144225,Cand2/Cand2,2013-02-06,RM,FT1,1.61E+05,1.58E+05,2355,1.49,181,398,0.25
M01161361,Casp12/Casp12,2013-02-06,RM,FT1,1.71E+05,1.69E+05,1775,1.05,116,415,0.24
M01161363,Casp12/Casp12,2013-02-06,RM,FT1,1.57E+05,1.54E+05,1651,1.07,140,399,0.26
M01189771,Cmtm6/Cmtm6,2013-02-06,RM,FT1,1.58E+05,1.55E+05,2311,1.49,166,444,0.29
M01189774,Cmtm6/Cmtm6,2013-02-06,RM,FT1,1.57E+05,1.54E+05,2260,1.47,159,442,0.29
M01189769,Cmtm6/Cmtm6,2013-02-06,RM,FT1,1.58E+05,1.56E+05,2055,1.32,198,465,0.3
M01189775,Cmtm6/Cmtm6,2013-02-06,RM,FT1,1.62E+05,1.59E+05,1746,1.1,156,546,0.34
M01117881,Dmxl2/+,2013-02-06,RM,FT1,1.63E+05,1.61E+05,1501,0.93,111,468,0.29
M01117885,Dmxl2/+,2013-02-06,RM,FT1,1.64E+05,1.61E+05,2369,1.47,154,471,0.29
M01117886,Dmxl2/+,2013-02-06,RM,FT1,1.60E+05,1.59E+05,1005,0.63,138,497,0.31
M01117884,Dmxl2/+,2013-02-06,RM,FT1,1.44E+05,1.43E+05,672,0.47,141,519,0.36
M01126711,Ezr/+,2013-02-06,RM,FT1,1.55E+05,1.53E+05,1682,1.1,143,329,0.21
M01126708,Ezr/+,2013-02-06,RM,FT1,1.68E+05,1.66E+05,1596,0.96,158,395,0.24
M01085971,Fbxl7/Fbxl7,2013-02-06,RM,FT1,1.71E+05,1.68E+05,2500,1.49,139,438,0.26
M01085974,Fbxl7/Fbxl7,2013-02-06,RM,FT1,1.59E+05,1.56E+05,1922,1.23,164,410,0.26
M01085983,Fbxl7/Fbxl7,2013-02-06,RM,FT1,1.58E+05,1.55E+05,1973,1.27,203,429,0.28
M01128938,Fbxl7/Fbxl7,2013-02-06,RM,FT1,1.38E+05,1.36E+05,1847,1.36,131,355,0.26
M01128937,Fbxl7/Fbxl7,2013-02-06,RM,FT1,1.35E+05,1.27E+05,6719,5.29,87,364,0.29
M01088209,Gbf1/+,2013-02-06,RM,FT1,1.68E+05,1.66E+05,1355,0.82,140,428,0.26
M01088208,Gbf1/+,2013-02-06,RM,FT1,1.71E+05,1.69E+05,1435,0.85,161,464,0.27
M01119175,Gbf1/+,2013-02-06,RM,FT1,1.79E+05,1.77E+05,2104,1.19,134,388,0.22
M01126607,Gbf1/+,2013-02-06,RM,FT1,1.46E+05,1.43E+05,2266,1.58,117,315,0.22
M01119178,Gbf1/+,2013-02-06,RM,FT1,1.42E+05,1.39E+05,2007,1.44,196,357,0.26
M01119196,Gbf1/+,2013-02-06,RM,FT1,1.44E+05,1.42E+05,1933,1.36,165,330,0.23
M01119405,Glt8d2/Glt8d2,2013-02-06,RM,FT1,1.39E+05,1.37E+05,1230,0.9,82,272,0.2
M01119404,Glt8d2/Glt8d2,2013-02-06,RM,FT1,1.64E+05,1.63E+05,1406,0.86,76,352,0.22
M01112818,Gm13547/Gm13547,2013-02-06,RM,FT1,1.28E+05,1.27E+05,1123,0.88,144,376,0.3
M01126997,Gm13547/Gm13547,2013-02-06,RM,FT1,1.59E+05,1.57E+05,1880,1.2,106,300,0.19
M01126996,Gm13547/Gm13547,2013-02-06,RM,FT1,1.63E+05,1.59E+05,2964,1.86,100,357,0.22
M01087407,Gprc5b/Gprc5b,2013-02-06,RM,FT1,1.48E+05,1.46E+05,1676,1.15,81,439,0.3
M01087404,Gprc5b/Gprc5b,2013-02-06,RM,FT1,1.64E+05,1.61E+05,2178,1.35,143,534,0.33
M01121607,Hsp90aa1/Hsp90aa1,2013-02-06,RM,FT1,1.56E+05,1.54E+05,1641,1.07,190,369,0.24
M01121597,Hsp90aa1/Hsp90aa1,2013-02-06,RM,FT1,1.65E+05,1.63E+05,1715,1.05,175,384,0.24
M01099209,Inpp1(b)/Inpp1(b),2013-02-06,RM,FT1,1.32E+05,1.30E+05,1736,1.34,184,356,0.27
M01119547,Jhdm1d/Jhdm1d,2013-02-06,RM,FT1,1.58E+05,1.55E+05,2229,1.44,161,403,0.26
M01126839,Kcnv2/Kcnv2,2013-02-06,RM,FT1,1.61E+05,1.59E+05,1547,0.97,112,350,0.22
M01146563,Kcnv2/Kcnv2,2013-02-06,RM,FT1,1.51E+05,1.49E+05,1773,1.19,190,388,0.26
M01137511,Kdm4d/Kdm4d,2013-02-06,RM,FT1,1.43E+05,1.41E+05,1492,1.06,145,352,0.25
M01098715,Kng2/Kng2,2013-02-06,RM,FT1,1.36E+05,1.34E+05,1616,1.21,182,393,0.29
M01098713,Kng2/Kng2,2013-02-06,RM,FT1,1.33E+05,1.30E+05,2158,1.66,90,438,0.34
M01088157,Lamc3/Lamc3,2013-02-06,RM,FT1,1.51E+05,1.49E+05,2039,1.37,90,396,0.27
M01120605,Lamc3/Lamc3,2013-02-06,RM,FT1,1.63E+05,1.60E+05,1785,1.12,125,353,0.22
M01120604,Lamc3/Lamc3,2013-02-06,RM,FT1,1.58E+05,1.55E+05,2707,1.75,239,474,0.3
M01153409,Lrrc67/Lrrc67,2013-02-06,RM,FT1,1.72E+05,1.70E+05,1299,0.76,157,299,0.18
M01088350,Map3k1/+,2013-02-06,RM,FT1,1.40E+05,1.40E+05,354,0.25,129,366,0.26
M01088349,Map3k1/+,2013-02-06,RM,FT1,1.48E+05,1.46E+05,1455,1,127,490,0.33
M01086716,Map3k1/+,2013-02-06,RM,FT1,1.59E+05,1.57E+05,1120,0.71,127,461,0.29
M01120629,Mlec/Mlec,2013-02-06,RM,FT1,1.61E+05,1.59E+05,1261,0.79,88,428,0.27
M01120630,Mlec/Mlec,2013-02-06,RM,FT1,1.62E+05,1.60E+05,2092,1.31,146,479,0.3
M01120616,Mlec/Mlec,2013-02-06,RM,FT1,1.40E+05,1.39E+05,1322,0.95,120,355,0.25
M01115811,Mrap2/Mrap2,2013-02-06,RM,FT1,1.55E+05,1.52E+05,2387,1.57,277,525,0.34
M01184125,Myo7a/Myo7a,2013-02-06,RM,FT1,1.54E+05,1.52E+05,1950,1.28,97,500,0.33
M01145591,Nacad/Nacad,2013-02-06,RM,FT1,1.58E+05,1.54E+05,3009,1.95,284,511,0.33
M01088235,Oas1g/Oas1g,2013-02-06,RM,FT1,1.66E+05,1.63E+05,2104,1.29,264,536,0.33
M01074970,Oxr1/+,2013-02-06,RM,FT1,1.53E+05,1.50E+05,2794,1.86,163,499,0.33
M01114295,Oxr1/+,2013-02-06,RM,FT1,1.16E+05,1.13E+05,2203,1.95,65,325,0.29
M01114292,Oxr1/+,2013-02-06,RM,FT1,1.38E+05,1.35E+05,2023,1.5,101,430,0.32
M01150829,Pabpc4/Pabpc4,2013-02-06,RM,FT1,1.51E+05,1.47E+05,2429,1.65,241,470,0.32
M01151209,Pabpc4/Pabpc4,2013-02-06,RM,FT1,1.47E+05,1.45E+05,1903,1.31,148,421,0.29
M01185605,Pabpc4/Pabpc4,2013-02-06,RM,FT1,1.62E+05,1.60E+05,1775,1.11,204,442,0.28
M01185606,Pabpc4/Pabpc4,2013-02-06,RM,FT1,1.69E+05,1.66E+05,1772,1.07,201,466,0.28
M01086446,Pacsin3/Pacsin3,2013-02-06,RM,FT1,1.51E+05,1.49E+05,1251,0.84,126,387,0.26
M01086447,Pacsin3/Pacsin3,2013-02-06,RM,FT1,1.48E+05,1.47E+05,1082,0.74,120,429,0.29
M01089116,Pacsin3/Pacsin3,2013-02-06,RM,FT1,1.59E+05,1.57E+05,1422,0.91,105,502,0.32
M01089117,Pacsin3/Pacsin3,2013-02-06,RM,FT1,1.54E+05,1.51E+05,1603,1.06,159,528,0.35
M01097859,Pfn1/+,2013-02-06,RM,FT1,1.28E+05,1.26E+05,1071,0.85,134,232,0.18
M01097862,Pfn1/+,2013-02-06,RM,FT1,1.44E+05,1.41E+05,1663,1.18,169,355,0.25
M01099485,Phtf2/Phtf2,2013-02-06,RM,FT1,1.49E+05,1.46E+05,1785,1.22,113,344,0.24
M01150872,Praf2(e)/Y,2013-02-06,RM,FT1,1.63E+05,1.61E+05,1350,0.84,171,348,0.22
M01150873,Praf2(e)/Y,2013-02-06,RM,FT1,1.51E+05,1.49E+05,1696,1.14,129,346,0.23
M01150876,Praf2(e)/Y,2013-02-06,RM,FT1,1.61E+05,1.59E+05,1358,0.85,170,388,0.24
M01150874,Praf2(e)/Y,2013-02-06,RM,FT1,1.56E+05,1.54E+05,1342,0.87,88,386,0.25
M01150875,Praf2(e)/Y,2013-02-06,RM,FT1,1.57E+05,1.54E+05,2073,1.35,143,431,0.28
M01150882,Praf2(e)/Y,2013-02-06,RM,FT1,1.66E+05,1.64E+05,1464,0.89,172,343,0.21
M01150883,Praf2(e)/Y,2013-02-06,RM,FT1,1.52E+05,1.49E+05,2580,1.73,116,351,0.24
M01161520,Rab15/Rab15,2013-02-06,RM,FT1,1.63E+05,1.61E+05,1642,1.02,163,331,0.21
M01161521,Rab15/Rab15,2013-02-06,RM,FT1,1.66E+05,1.63E+05,2774,1.7,222,400,0.24
M01161523,Rab15/Rab15,2013-02-06,RM,FT1,1.56E+05,1.54E+05,1376,0.89,136,417,0.27
M01161522,Rab15/Rab15,2013-02-06,RM,FT1,1.57E+05,1.55E+05,1326,0.86,221,456,0.29
M01089133,Rtbdn/Rtbdn,2013-02-06,RM,FT1,1.62E+05,1.60E+05,1786,1.12,92,414,0.26
M01089137,Rtbdn/Rtbdn,2013-02-06,RM,FT1,1.69E+05,1.65E+05,2977,1.8,123,493,0.3
M01089135,Rtbdn/Rtbdn,2013-02-06,RM,FT1,1.51E+05,1.49E+05,1991,1.34,110,456,0.31
M01129045,Scn3b/Scn3b,2013-02-06,RM,FT1,1.66E+05,1.65E+05,1346,0.82,99,308,0.19
M01129047,Scn3b/Scn3b,2013-02-06,RM,FT1,1.47E+05,1.46E+05,1353,0.93,173,310,0.21
M01091860,Secisbp2(c)/Secisbp2(c),2013-02-06,RM,FT1,1.36E+05,1.35E+05,735,0.54,63,337,0.25
M01091861,Secisbp2(c)/Secisbp2(c),2013-02-06,RM,FT1,1.54E+05,1.53E+05,1317,0.86,84,394,0.26
M01091863,Secisbp2(c)/Secisbp2(c),2013-02-06,RM,FT1,1.45E+05,1.44E+05,1133,0.79,156,372,0.26
M01094131,Slc25a4/Slc25a4,2013-02-06,RM,FT1,1.44E+05,1.42E+05,1310,0.92,88,404,0.28
M01121320,Snap47/Snap47,2013-02-06,RM,FT1,1.72E+05,1.69E+05,2491,1.47,200,380,0.22
M01161802,Spopl/Spopl,2013-02-06,RM,FT1,1.77E+05,1.75E+05,1592,0.91,136,378,0.22
M01191651,Spopl/Spopl,2013-02-06,RM,FT1,1.65E+05,1.63E+05,1308,0.8,115,389,0.24
M01191650,Spopl/Spopl,2013-02-06,RM,FT1,1.65E+05,1.63E+05,2068,1.27,112,415,0.25
M01093123,Syt1/+,2013-02-06,RM,FT1,1.42E+05,1.40E+05,1494,1.07,177,343,0.24
M01086251,Syt1/+,2013-02-06,RM,FT1,1.69E+05,1.67E+05,1439,0.86,175,389,0.23
M01129635,Syt1/+,2013-02-06,RM,FT1,1.76E+05,1.74E+05,1524,0.88,165,386,0.22
M01080986,Tnik/Tnik,2013-02-06,RM,FT1,1.48E+05,1.46E+05,1195,0.82,85,357,0.24
M01099328,Trpc2/Trpc2,2013-02-06,RM,FT1,1.40E+05,1.38E+05,1847,1.34,84,342,0.25
M01099332,Trpc2/Trpc2,2013-02-06,RM,FT1,1.35E+05,1.33E+05,2372,1.78,129,359,0.27
M01099331,Trpc2/Trpc2,2013-02-06,RM,FT1,1.47E+05,1.44E+05,1667,1.16,163,392,0.27
M01093090,Trpc2/Trpc2,2013-02-06,RM,FT1,1.38E+05,1.35E+05,2135,1.58,131,341,0.25
M01155660,Xbp1/+,2013-02-06,RM,FT1,1.61E+05,1.59E+05,1157,0.73,149,415,0.26
M01131636,Xbp1/+,2013-02-06,RM,FT1,1.53E+05,1.50E+05,1870,1.25,172,314,0.21
M01131638,Xbp1/+,2013-02-06,RM,FT1,1.44E+05,1.41E+05,2185,1.55,135,300,0.21
M01131637,Xbp1/+,2013-02-06,RM,FT1,1.71E+05,1.68E+05,2093,1.25,203,470,0.28
M01131668,Xbp1/+,2013-02-06,RM,FT1,1.58E+05,1.56E+05,1614,1.03,114,332,0.21
M01131666,Xbp1/+,2013-02-06,RM,FT1,1.62E+05,1.59E+05,2248,1.41,169,404,0.25
M01197064,3110035E14Rik/3110035E14Rik,2013-02-07,RM,FT1,1.55E+05,1.52E+05,2708,1.78,139,429,0.28
M01197051,3110035E14Rik/3110035E14Rik,2013-02-07,RM,FT1,1.51E+05,1.48E+05,2197,1.48,226,422,0.28
M01203368,3830417A13Rik/Y,2013-02-07,RM,FT1,1.46E+05,1.44E+05,1458,1.01,155,446,0.31
M01203356,3830417A13Rik/Y,2013-02-07,RM,FT1,1.48E+05,1.46E+05,2063,1.41,169,385,0.26
M01203354,3830417A13Rik/Y,2013-02-07,RM,FT1,1.64E+05,1.61E+05,2660,1.65,145,439,0.27
M01221741,Ahcyl1/Ahcyl1,2013-02-07,RM,FT1,1.67E+05,1.61E+05,5617,3.49,309,421,0.26
M01148433,Apol7a/Apol7a,2013-02-07,RM,FT1,1.59E+05,1.56E+05,2633,1.69,69,364,0.23
M01207008,Apol7a/Apol7a,2013-02-07,RM,FT1,1.57E+05,1.54E+05,2672,1.74,294,445,0.29
M01207007,Apol7a/Apol7a,2013-02-07,RM,FT1,1.58E+05,1.55E+05,2853,1.84,139,451,0.29
M01207595,Arpc3/+,2013-02-07,RM,FT1,1.64E+05,1.61E+05,2883,1.79,219,371,0.23
M01207596,Arpc3/+,2013-02-07,RM,FT1,1.41E+05,1.38E+05,2639,1.91,190,324,0.23
M01207581,Arpc3/+,2013-02-07,RM,FT1,1.52E+05,1.50E+05,2170,1.45,174,296,0.2
M01207583,Arpc3/+,2013-02-07,RM,FT1,1.60E+05,1.58E+05,2171,1.37,185,323,0.2
M01169902,Arsg/Arsg,2013-02-07,RM,FT1,1.39E+05,1.36E+05,2474,1.82,188,308,0.23
M01202629,Arsg/Arsg,2013-02-07,RM,FT1,1.64E+05,1.61E+05,2950,1.83,134,446,0.28
M01202633,Arsg/Arsg,2013-02-07,RM,FT1,1.64E+05,1.61E+05,2378,1.48,165,459,0.28
