Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M01137466,Cand2/Cand2,2013-02-07,RM,FT1,1.57E+05,1.53E+05,2760,1.8,105,364,0.24
M01137467,Cand2/Cand2,2013-02-07,RM,FT1,1.52E+05,1.49E+05,2590,1.74,134,380,0.25
M01137465,Cand2/Cand2,2013-02-07,RM,FT1,1.53E+05,1.50E+05,2835,1.89,126,387,0.26
M01201292,Casp12/Casp12,2013-02-07,RM,FT1,1.60E+05,1.56E+05,3340,2.14,189,447,0.29
M01201294,Casp12/Casp12,2013-02-07,RM,FT1,1.59E+05,1.56E+05,2352,1.51,228,509,0.33
M01201293,Casp12/Casp12,2013-02-07,RM,FT1,1.60E+05,1.53E+05,5820,3.8,466,516,0.34
M01201287,Casp12/Casp12,2013-02-07,RM,FT1,1.69E+05,1.66E+05,2513,1.51,151,585,0.35
M01204019,Cbx6/Cbx6,2013-02-07,RM,FT1,1.37E+05,1.34E+05,2282,1.7,165,360,0.27
M01203155,Ccl22/+,2013-02-07,RM,FT1,1.50E+05,1.47E+05,2847,1.94,203,276,0.19
M01203147,Ccl22/+,2013-02-07,RM,FT1,1.59E+05,1.56E+05,2361,1.51,160,358,0.23
M01203140,Ccl22/+,2013-02-07,RM,FT1,1.61E+05,1.58E+05,2417,1.53,164,348,0.22
M01234152,Clk1/Clk1,2013-02-07,RM,FT1,1.60E+05,1.57E+05,2649,1.69,112,366,0.23
M01221962,Coq4/+,2013-02-07,RM,FT1,1.57E+05,1.54E+05,2057,1.34,159,427,0.28
M01204255,Crlf3(b)/Crlf3(b),2013-02-07,RM,FT1,1.56E+05,1.52E+05,3499,2.3,383,323,0.21
M01207628,Dmxl2/+,2013-02-07,RM,FT1,1.65E+05,1.62E+05,2204,1.36,234,391,0.24
M01207627,Dmxl2/+,2013-02-07,RM,FT1,1.58E+05,1.55E+05,2659,1.72,178,390,0.25
M01227193,Elmo1/Elmo1,2013-02-07,RM,FT1,1.64E+05,1.57E+05,5988,3.81,477,631,0.4
M01227194,Elmo1/Elmo1,2013-02-07,RM,FT1,1.73E+05,1.69E+05,3707,2.19,146,555,0.33
M01198595,Exoc3l2/Exoc3l2,2013-02-07,RM,FT1,1.64E+05,1.62E+05,1717,1.06,165,439,0.27
M01211608,Exoc3l2/Exoc3l2,2013-02-07,RM,FT1,1.60E+05,1.56E+05,3012,1.93,124,336,0.21
M01147793,Fam175b/Fam175b,2013-02-07,RM,FT1,1.67E+05,1.65E+05,1450,0.88,201,320,0.19
M01147794,Fam175b/Fam175b,2013-02-07,RM,FT1,1.44E+05,1.41E+05,2048,1.45,180,350,0.25
M01199812,Fggy/Fggy,2013-02-07,RM,FT1,1.59E+05,1.54E+05,3733,2.42,263,359,0.23
M01199811,Fggy/Fggy,2013-02-07,RM,FT1,1.62E+05,1.59E+05,2663,1.67,140,454,0.28
M01199737,Il10rb/Il10rb,2013-02-07,RM,FT1,1.56E+05,1.53E+05,2284,1.49,204,508,0.33
M01199755,Il10rb/Il10rb,2013-02-07,RM,FT1,1.60E+05,1.57E+05,2300,1.46,98,375,0.24
M01201641,Irf7/Irf7,2013-02-07,RM,FT1,1.62E+05,1.58E+05,3098,1.96,238,492,0.31
M01147848,Myo7a/Myo7a,2013-02-07,RM,FT1,1.56E+05,1.54E+05,2050,1.33,168,457,0.3
M01180605,Naga/Naga,2013-02-07,RM,FT1,1.61E+05,1.57E+05,3820,2.43,142,360,0.23
M01180604,Naga/Naga,2013-02-07,RM,FT1,1.55E+05,1.53E+05,1907,1.25,166,359,0.23
M01180603,Naga/Naga,2013-02-07,RM,FT1,1.46E+05,1.44E+05,1996,1.39,142,346,0.24
M01180607,Naga/Naga,2013-02-07,RM,FT1,1.54E+05,1.51E+05,1577,1.04,212,387,0.26
M01180606,Naga/Naga,2013-02-07,RM,FT1,1.55E+05,1.51E+05,2727,1.81,136,399,0.26
M01200417,Ralb/Ralb,2013-02-07,RM,FT1,1.58E+05,1.53E+05,4405,2.88,409,321,0.21
M01200419,Ralb/Ralb,2013-02-07,RM,FT1,1.50E+05,1.45E+05,4982,3.44,295,380,0.26
M01200389,Ralb/Ralb,2013-02-07,RM,FT1,1.50E+05,1.43E+05,6106,4.27,206,381,0.27
M01200388,Ralb/Ralb,2013-02-07,RM,FT1,1.56E+05,1.49E+05,5364,3.6,415,459,0.31
M01144248,Seh1l/+,2013-02-07,RM,FT1,1.55E+05,1.53E+05,1777,1.16,164,272,0.18
M01144247,Seh1l/+,2013-02-07,RM,FT1,1.31E+05,1.29E+05,1678,1.3,167,291,0.23
M01144246,Seh1l/+,2013-02-07,RM,FT1,1.35E+05,1.33E+05,1343,1.01,154,351,0.26
M01173899,Seh1l/+,2013-02-07,RM,FT1,1.51E+05,1.48E+05,2049,1.38,211,318,0.21
M01173898,Seh1l/+,2013-02-07,RM,FT1,1.56E+05,1.53E+05,2209,1.44,165,410,0.27
M01201246,Seh1l/+,2013-02-07,RM,FT1,1.48E+05,1.45E+05,2575,1.78,163,358,0.25
M01201244,Seh1l/+,2013-02-07,RM,FT1,1.55E+05,1.52E+05,2125,1.4,207,452,0.3
M01205494,Sel1l/+,2013-02-07,RM,FT1,1.68E+05,1.65E+05,2609,1.58,173,340,0.21
M01205495,Sel1l/+,2013-02-07,RM,FT1,1.67E+05,1.64E+05,2519,1.54,144,362,0.22
M01205493,Sel1l/+,2013-02-07,RM,FT1,1.58E+05,1.56E+05,2116,1.36,141,355,0.23
M01202297,Sel1l/+,2013-02-07,RM,FT1,1.56E+05,1.53E+05,2054,1.34,187,310,0.2
M01141224,Snap47/Snap47,2013-02-07,RM,FT1,1.29E+05,1.27E+05,1115,0.88,116,399,0.31
M01223799,Tmc6/Tmc6,2013-02-07,RM,FT1,1.69E+05,1.66E+05,2268,1.37,154,429,0.26
M01223802,Tmc6/Tmc6,2013-02-07,RM,FT1,1.62E+05,1.58E+05,4156,2.63,193,425,0.27
M01223801,Tmc6/Tmc6,2013-02-07,RM,FT1,1.71E+05,1.66E+05,4420,2.66,322,499,0.3
M01223800,Tmc6/Tmc6,2013-02-07,RM,FT1,1.34E+05,1.29E+05,3740,2.9,265,434,0.34
M01198767,Tomm20l/Tomm20l,2013-02-07,RM,FT1,1.72E+05,1.69E+05,2122,1.26,174,409,0.24
M01198237,Trim17/Trim17,2013-02-07,RM,FT1,1.65E+05,1.60E+05,4225,2.64,343,412,0.26
M01203229,Wbp5/Y,2013-02-07,RM,FT1,1.45E+05,1.40E+05,4483,3.2,200,349,0.25
M01203228,Wbp5/Y,2013-02-07,RM,FT1,1.40E+05,1.37E+05,3128,2.28,220,357,0.26
M01203225,Wbp5/Y,2013-02-07,RM,FT1,1.44E+05,1.41E+05,3337,2.37,166,333,0.24
M01203224,Wbp5/Y,2013-02-07,RM,FT1,1.42E+05,1.38E+05,4068,2.95,190,339,0.25
M01237800,3110035E14Rik/3110035E14Rik,2013-02-15,RM,FT1,1.48E+05,1.46E+05,1626,1.11,199,479,0.33
M01237787,3110035E14Rik/3110035E14Rik,2013-02-15,RM,FT1,1.64E+05,1.62E+05,1893,1.17,135,489,0.3
M01163651,3830417A13Rik/Y,2013-02-15,RM,FT1,1.32E+05,1.29E+05,2037,1.58,204,407,0.31
M01163655,3830417A13Rik/Y,2013-02-15,RM,FT1,1.21E+05,1.19E+05,1851,1.56,183,404,0.34
M01185331,4932438H23Rik/4932438H23Rik,2013-02-15,RM,FT1,1.74E+05,1.72E+05,1310,0.76,181,469,0.27
M01164088,Arhgef7/+,2013-02-15,RM,FT1,1.42E+05,1.40E+05,1841,1.32,180,515,0.37
M01142869,Cabp1/Cabp1,2013-02-15,RM,FT1,1.70E+05,1.67E+05,2055,1.23,168,470,0.28
M01162588,Cabp1/Cabp1,2013-02-15,RM,FT1,1.37E+05,1.34E+05,2083,1.55,211,447,0.33
M01162575,Cabp1/Cabp1,2013-02-15,RM,FT1,1.37E+05,1.34E+05,2030,1.51,166,450,0.33
M01162576,Cabp1/Cabp1,2013-02-15,RM,FT1,1.37E+05,1.35E+05,1661,1.23,167,463,0.34
M01162568,Cabp1/Cabp1,2013-02-15,RM,FT1,1.42E+05,1.39E+05,2217,1.59,128,491,0.35
M01162558,Cabp1/Cabp1,2013-02-15,RM,FT1,1.25E+05,1.23E+05,2265,1.84,194,435,0.35
M01176754,Cbx5/Cbx5,2013-02-15,RM,FT1,1.53E+05,1.51E+05,1707,1.13,147,486,0.32
M01140465,Cbx6/Cbx6,2013-02-15,RM,FT1,1.57E+05,1.55E+05,1475,0.95,193,482,0.31
M01151159,Cbx6/Cbx6,2013-02-15,RM,FT1,1.24E+05,1.19E+05,3953,3.32,601,396,0.33
M01159789,Dynll1/+,2013-02-15,RM,FT1,1.37E+05,1.35E+05,1288,0.95,159,493,0.36
M01145017,Exoc3l2/Exoc3l2,2013-02-15,RM,FT1,1.72E+05,1.70E+05,1631,0.96,128,468,0.27
M01191959,Fam175b/Fam175b,2013-02-15,RM,FT1,1.45E+05,1.43E+05,1806,1.26,186,492,0.34
M01134992,Fbxo47/Fbxo47,2013-02-15,RM,FT1,1.71E+05,1.68E+05,1879,1.12,192,424,0.25
M01134990,Fbxo47/Fbxo47,2013-02-15,RM,FT1,1.66E+05,1.64E+05,1448,0.88,174,432,0.26
M01134994,Fbxo47/Fbxo47,2013-02-15,RM,FT1,1.72E+05,1.69E+05,1992,1.18,205,493,0.29
M01189184,Fbxo7/Fbxo7,2013-02-15,RM,FT1,1.35E+05,1.24E+05,10370,8.36,159,312,0.25
M01174261,Fggy/Fggy,2013-02-15,RM,FT1,1.50E+05,1.48E+05,1533,1.04,145,412,0.28
M01174259,Fggy/Fggy,2013-02-15,RM,FT1,1.31E+05,1.29E+05,1397,1.08,85,385,0.3
M01174260,Fggy/Fggy,2013-02-15,RM,FT1,1.48E+05,1.46E+05,1596,1.09,145,458,0.31
M01187577,Il10rb/Il10rb,2013-02-15,RM,FT1,1.69E+05,1.66E+05,1936,1.17,202,383,0.23
M01173272,Inpp1(b)/Inpp1(b),2013-02-15,RM,FT1,1.60E+05,1.58E+05,1367,0.87,170,570,0.36
M01173282,Inpp1(b)/Inpp1(b),2013-02-15,RM,FT1,1.49E+05,1.47E+05,1790,1.22,121,503,0.34
M01173285,Inpp1(b)/Inpp1(b),2013-02-15,RM,FT1,1.33E+05,1.31E+05,1699,1.3,158,491,0.37
M01173292,Inpp1(b)/Inpp1(b),2013-02-15,RM,FT1,1.41E+05,1.39E+05,0,0,177,508,0.36
M01185888,Jhdm1d/Jhdm1d,2013-02-15,RM,FT1,1.48E+05,1.46E+05,1716,1.18,178,536,0.37
M01146562,Kcnv2/Kcnv2,2013-02-15,RM,FT1,1.27E+05,1.26E+05,746,0.59,109,448,0.35
M01146561,Kcnv2/Kcnv2,2013-02-15,RM,FT1,1.40E+05,1.37E+05,1756,1.28,115,528,0.38
M01177335,Kdm4d/Kdm4d,2013-02-15,RM,FT1,1.55E+05,1.53E+05,1933,1.26,140,388,0.25
M01177361,Kdm4d/Kdm4d,2013-02-15,RM,FT1,1.63E+05,1.61E+05,2031,1.26,151,413,0.26
M01177334,Kdm4d/Kdm4d,2013-02-15,RM,FT1,1.63E+05,1.61E+05,1913,1.19,150,497,0.31
M01177349,Kdm4d/Kdm4d,2013-02-15,RM,FT1,1.64E+05,1.61E+05,2160,1.34,152,524,0.32
M01145379,Mlec/Mlec,2013-02-15,RM,FT1,1.31E+05,1.29E+05,1176,0.91,143,495,0.38
M01171132,Mlec/Mlec,2013-02-15,RM,FT1,1.48E+05,1.45E+05,1773,1.22,132,501,0.34
M01179150,Mrap2/Mrap2,2013-02-15,RM,FT1,1.52E+05,1.50E+05,1994,1.33,130,394,0.26
M01147863,Myo7a/Myo7a,2013-02-15,RM,FT1,1.33E+05,1.31E+05,1085,0.83,88,469,0.36
M01180620,Naga/Naga,2013-02-15,RM,FT1,1.57E+05,1.55E+05,1686,1.09,200,464,0.3
M01200766,Ninj2/Ninj2,2013-02-15,RM,FT1,1.58E+05,1.54E+05,3156,2.05,162,485,0.31
M01200760,Ninj2/Ninj2,2013-02-15,RM,FT1,1.48E+05,1.45E+05,1677,1.16,176,473,0.33
M01200763,Ninj2/Ninj2,2013-02-15,RM,FT1,1.48E+05,1.45E+05,2050,1.41,203,482,0.33
M01200764,Ninj2/Ninj2,2013-02-15,RM,FT1,1.53E+05,1.50E+05,2780,1.85,145,537,0.36
M01149174,Pabpc4/Pabpc4,2013-02-15,RM,FT1,1.24E+05,1.18E+05,5208,4.41,1006,361,0.3
M01149192,Pabpc4/Pabpc4,2013-02-15,RM,FT1,1.34E+05,1.32E+05,939,0.71,126,399,0.3
M01149193,Pabpc4/Pabpc4,2013-02-15,RM,FT1,1.19E+05,1.17E+05,1100,0.94,165,356,0.3
M01236910,Ralgapb/+,2013-02-15,RM,FT1,1.43E+05,1.40E+05,2011,1.44,175,483,0.34
M01236903,Ralgapb/+,2013-02-15,RM,FT1,1.30E+05,1.28E+05,1735,1.36,183,475,0.37
M01234034,Ralgapb/+,2013-02-15,RM,FT1,1.33E+05,1.28E+05,3963,3.1,529,442,0.34
M01234035,Ralgapb/+,2013-02-15,RM,FT1,1.64E+05,1.61E+05,3123,1.94,182,585,0.36
M01143511,Scn3b/Scn3b,2013-02-15,RM,FT1,1.53E+05,1.50E+05,1759,1.17,197,383,0.25
M01143510,Scn3b/Scn3b,2013-02-15,RM,FT1,1.27E+05,1.26E+05,1191,0.95,157,452,0.36
M01191652,Spopl/Spopl,2013-02-15,RM,FT1,1.38E+05,1.35E+05,1655,1.23,140,516,0.38
M01187645,Spopl/Spopl,2013-02-15,RM,FT1,1.60E+05,1.57E+05,1638,1.04,134,522,0.33
M01192122,Tomm20l/Tomm20l,2013-02-15,RM,FT1,1.70E+05,1.67E+05,2890,1.73,236,489,0.29
M01192126,Tomm20l/Tomm20l,2013-02-15,RM,FT1,1.32E+05,1.25E+05,6051,4.84,268,480,0.38
M01175622,Xbp1/+,2013-02-15,RM,FT1,1.58E+05,1.55E+05,1960,1.26,104,372,0.24
M01237780,Zfp182/Y,2013-02-15,RM,FT1,1.49E+05,1.42E+05,6250,4.4,1122,414,0.29
M01237778,Zfp182/Y,2013-02-15,RM,FT1,1.41E+05,1.38E+05,1879,1.36,163,404,0.29
M01237779,Zfp182/Y,2013-02-15,RM,FT1,1.54E+05,1.51E+05,2072,1.37,179,531,0.35
M01237781,Zfp182/Y,2013-02-15,RM,FT1,1.61E+05,1.58E+05,2285,1.45,139,558,0.35
M01082639,Abca4/Abca4,2013-05-16,RM,FT1,1.61E+05,1.58E+05,2074,1.31,206,428,0.27
M01082641,Abca4/Abca4,2013-05-16,RM,FT1,1.55E+05,1.52E+05,2332,1.53,127,412,0.27
M01082638,Abca4/Abca4,2013-05-16,RM,FT1,1.48E+05,1.46E+05,2172,1.49,165,418,0.29
M01082640,Abca4/Abca4,2013-05-16,RM,FT1,1.55E+05,1.52E+05,2283,1.5,204,445,0.29
M01100865,Abca4/Abca4,2013-05-16,RM,FT1,1.62E+05,1.59E+05,2557,1.61,205,419,0.26
M01070351,Alg13/Y,2013-05-16,RM,FT1,1.59E+05,1.56E+05,2339,1.5,139,349,0.22
M01070349,Alg13/Y,2013-05-16,RM,FT1,1.58E+05,1.55E+05,3022,1.95,191,401,0.26
M01070347,Alg13/Y,2013-05-16,RM,FT1,1.67E+05,1.64E+05,1769,1.08,104,432,0.26
M01067269,Alg13/Y,2013-05-16,RM,FT1,1.41E+05,1.38E+05,2469,1.79,206,367,0.27
M01112985,Alg13/Y,2013-05-16,RM,FT1,1.60E+05,1.58E+05,1597,1.01,122,560,0.35
M01224402,Apool/Y,2013-05-16,RM,FT1,1.42E+05,1.41E+05,1386,0.98,103,368,0.26
M01038635,Arpc1b/Arpc1b,2013-05-16,RM,FT1,1.32E+05,1.30E+05,1341,1.03,127,386,0.3
M01118592,Arvcf/Arvcf,2013-05-16,RM,FT1,1.35E+05,1.33E+05,1551,1.17,136,357,0.27
M01103520,Casp12/Casp12,2013-05-16,RM,FT1,1.57E+05,1.54E+05,1783,1.16,121,414,0.27
M01080277,Cbx5/Cbx5,2013-05-16,RM,FT1,1.64E+05,1.61E+05,2233,1.39,154,400,0.25
M01080278,Cbx5/Cbx5,2013-05-16,RM,FT1,1.85E+05,1.81E+05,3885,2.15,94,565,0.31
m01043012,Cbx5/Cbx5,2013-05-16,RM,FT1,1.22E+05,1.20E+05,1086,0.91,100,274,0.23
M01342860,Ccdc134/+,2013-05-16,RM,FT1,1.78E+05,1.75E+05,1879,1.07,159,448,0.26
M01342861,Ccdc134/+,2013-05-16,RM,FT1,1.76E+05,1.73E+05,2752,1.59,149,525,0.3
M01122682,Cmtm4/Cmtm4,2013-05-16,RM,FT1,1.66E+05,1.59E+05,5927,3.73,221,439,0.28
M01115224,Cmtm4/Cmtm4,2013-05-16,RM,FT1,1.55E+05,1.52E+05,2195,1.44,90,440,0.29
M01047088,Dlg2/Dlg2,2013-05-16,RM,FT1,1.43E+05,1.38E+05,4053,2.94,133,400,0.29
M01075603,Dopey2/Dopey2,2013-05-16,RM,FT1,1.52E+05,1.49E+05,2082,1.4,166,399,0.27
M01075611,Dopey2/Dopey2,2013-05-16,RM,FT1,1.81E+05,1.77E+05,2372,1.34,203,699,0.39
M01102233,Dopey2/Dopey2,2013-05-16,RM,FT1,1.41E+05,1.39E+05,1723,1.24,155,327,0.23
M01119851,Dopey2/Dopey2,2013-05-16,RM,FT1,1.56E+05,1.53E+05,1978,1.29,86,325,0.21
m01075605,Dopey2/Dopey2,2013-05-16,RM,FT1,1.46E+05,1.44E+05,1549,1.08,124,374,0.26
m01102234,Dopey2/Dopey2,2013-05-16,RM,FT1,1.54E+05,1.51E+05,2462,1.63,141,471,0.31
m01102240,Dopey2/Dopey2,2013-05-16,RM,FT1,1.45E+05,1.42E+05,2481,1.75,92,272,0.19
M01344999,Dsg1b/Dsg1b,2013-05-16,RM,FT1,1.79E+05,1.76E+05,3025,1.72,106,439,0.25
m01101643,Ezr/+,2013-05-16,RM,FT1,1.27E+05,1.25E+05,1855,1.48,202,273,0.22
m01101642,Ezr/+,2013-05-16,RM,FT1,1.41E+05,1.39E+05,2040,1.47,102,307,0.22
m01101634,Ezr/+,2013-05-16,RM,FT1,1.49E+05,1.48E+05,792,0.54,128,345,0.23
m01101625,Ezr/+,2013-05-16,RM,FT1,1.51E+05,1.49E+05,2117,1.42,125,367,0.25
M01347074,Fanci/+,2013-05-16,RM,FT1,1.61E+05,1.48E+05,11517,7.78,1018,341,0.23
M01347092,Fanci/+,2013-05-16,RM,FT1,1.78E+05,1.75E+05,2012,1.15,93,429,0.24
M01347089,Fanci/+,2013-05-16,RM,FT1,1.70E+05,1.68E+05,1318,0.78,106,421,0.25
M01347072,Fanci/+,2013-05-16,RM,FT1,1.76E+05,1.73E+05,2356,1.36,172,444,0.26
M01347076,Fanci/+,2013-05-16,RM,FT1,1.72E+05,1.69E+05,2165,1.28,164,449,0.26
M01347090,Fanci/+,2013-05-16,RM,FT1,1.72E+05,1.69E+05,1961,1.16,150,458,0.27
M01347070,Fanci/+,2013-05-16,RM,FT1,1.69E+05,1.66E+05,2340,1.41,104,508,0.31
M01041868,Fbxo47/Fbxo47,2013-05-16,RM,FT1,1.45E+05,1.43E+05,1481,1.04,92,404,0.28
m01078795,Fbxo47/Fbxo47,2013-05-16,RM,FT1,1.30E+05,1.27E+05,1925,1.52,194,361,0.28
m01069502,Glt8d2/Glt8d2,2013-05-16,RM,FT1,1.32E+05,1.29E+05,2200,1.71,160,315,0.24
m01069503,Glt8d2/Glt8d2,2013-05-16,RM,FT1,1.37E+05,1.35E+05,1786,1.32,99,371,0.27
m01069504,Glt8d2/Glt8d2,2013-05-16,RM,FT1,1.29E+05,1.28E+05,1359,1.06,135,365,0.28
M01112819,Gm13547/Gm13547,2013-05-16,RM,FT1,1.47E+05,1.45E+05,1747,1.2,141,395,0.27
M01112820,Gm13547/Gm13547,2013-05-16,RM,FT1,1.70E+05,1.68E+05,1822,1.08,153,485,0.29
M01072006,Gm239/Gm239,2013-05-16,RM,FT1,1.79E+05,1.76E+05,2107,1.2,179,557,0.32
m01101003,Gpc5/Gpc5,2013-05-16,RM,FT1,1.63E+05,1.55E+05,7604,4.91,505,330,0.21
m01102793,Gpc5/Gpc5,2013-05-16,RM,FT1,1.30E+05,1.28E+05,1868,1.46,122,305,0.24
M01099016,Gprc5b/Gprc5b,2013-05-16,RM,FT1,1.57E+05,1.54E+05,2356,1.53,127,394,0.26
m01100215,Hacl1/Hacl1,2013-05-16,RM,FT1,1.62E+05,1.60E+05,1153,0.72,115,289,0.18
M01104858,Inpp1(b)/Inpp1(b),2013-05-16,RM,FT1,1.62E+05,1.60E+05,1943,1.21,94,397,0.25
M01104860,Inpp1(b)/Inpp1(b),2013-05-16,RM,FT1,1.62E+05,1.59E+05,2403,1.51,143,422,0.26
M01101908,Jhdm1d/Jhdm1d,2013-05-16,RM,FT1,1.59E+05,1.56E+05,2313,1.48,162,337,0.22
m01101907,Jhdm1d/Jhdm1d,2013-05-16,RM,FT1,3.79E+04,3.74E+04,294,0.79,46,120,0.32
M01080606,Jmjd5/+,2013-05-16,RM,FT1,1.41E+05,1.39E+05,1273,0.92,90,360,0.26
M01069471,Jmjd5/+,2013-05-16,RM,FT1,1.54E+05,1.51E+05,2935,1.94,168,421,0.28
M01069472,Jmjd5/+,2013-05-16,RM,FT1,1.36E+05,1.34E+05,1950,1.46,74,424,0.32
M01094712,Kifap3/+,2013-05-16,RM,FT1,1.67E+05,1.65E+05,1970,1.19,106,419,0.25
M01094711,Kifap3/+,2013-05-16,RM,FT1,1.62E+05,1.59E+05,2367,1.49,140,447,0.28
M01094716,Kifap3/+,2013-05-16,RM,FT1,1.70E+05,1.67E+05,2439,1.46,156,520,0.31
M01076003,Map3k1/+,2013-05-16,RM,FT1,1.53E+05,1.49E+05,3034,2.04,153,532,0.36
M01105423,Mrap2/Mrap2,2013-05-16,RM,FT1,1.53E+05,1.50E+05,2952,1.97,123,389,0.26
m01047134,Pfn1/+,2013-05-16,RM,FT1,1.36E+05,1.34E+05,1446,1.08,131,238,0.18
m01047124,Pfn1/+,2013-05-16,RM,FT1,1.27E+05,1.25E+05,1913,1.53,135,233,0.19
m01076612,Pfn1/+,2013-05-16,RM,FT1,1.50E+05,1.48E+05,1393,0.94,103,277,0.19
M01092909,Phtf2/Phtf2,2013-05-16,RM,FT1,1.69E+05,1.66E+05,1873,1.13,187,618,0.37
M01105465,Phtf2/Phtf2,2013-05-16,RM,FT1,1.64E+05,1.62E+05,1504,0.93,90,369,0.23
M01048234,Pld5(b)/Pld5(b),2013-05-16,RM,FT1,1.70E+05,1.67E+05,2043,1.22,143,520,0.31
M01365839,Rasgrp4/Rasgrp4,2013-05-16,RM,FT1,1.53E+05,1.50E+05,1776,1.18,126,387,0.26
M01365846,Rasgrp4/Rasgrp4,2013-05-16,RM,FT1,1.72E+05,1.68E+05,2934,1.75,160,420,0.25
m01075231,Rnaseh2c/+,2013-05-16,RM,FT1,1.34E+05,1.32E+05,1411,1.07,76,320,0.24
m01075232,Rnaseh2c/+,2013-05-16,RM,FT1,1.59E+05,1.57E+05,2258,1.44,146,411,0.26
m01073129,Rnaseh2c/+,2013-05-16,RM,FT1,1.55E+05,1.53E+05,1479,0.97,84,317,0.21
M01083862,Sag/Sag,2013-05-16,RM,FT1,1.65E+05,1.63E+05,1809,1.11,99,360,0.22
m01048468,Sag/Sag,2013-05-16,RM,FT1,1.36E+05,1.34E+05,2030,1.51,130,273,0.2
m01048467,Sag/Sag,2013-05-16,RM,FT1,1.30E+05,1.28E+05,1641,1.28,107,289,0.23
m01048466,Sag/Sag,2013-05-16,RM,FT1,1.32E+05,1.29E+05,2472,1.92,105,321,0.25
m01048472,Sag/Sag,2013-05-16,RM,FT1,1.31E+05,1.28E+05,2024,1.58,212,354,0.28
M01221699,Sel1l/+,2013-05-16,RM,FT1,1.66E+05,1.63E+05,2473,1.52,114,444,0.27
M01113807,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.56E+05,1.53E+05,1665,1.09,194,515,0.34
m01105229,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.62E+05,1.60E+05,1131,0.71,152,464,0.29
m01105228,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.59E+05,1.57E+05,1827,1.16,150,475,0.3
m01105230,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.46E+05,1.43E+05,2218,1.55,214,446,0.31
m01105232,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.50E+05,1.48E+05,1487,1,155,467,0.31
m01105231,Slc25a4/Slc25a4,2013-05-16,RM,FT1,1.33E+05,1.31E+05,1582,1.21,165,434,0.33
M01113871,Smyd5/Smyd5,2013-05-16,RM,FT1,1.74E+05,1.71E+05,2696,1.58,70,443,0.26
M01113856,Smyd5/Smyd5,2013-05-16,RM,FT1,1.56E+05,1.53E+05,2319,1.52,80,510,0.33
m01045637,Smyd5/Smyd5,2013-05-16,RM,FT1,1.40E+05,1.35E+05,5022,3.72,162,395,0.29
m01045638,Smyd5/Smyd5,2013-05-16,RM,FT1,1.45E+05,1.43E+05,1695,1.19,170,427,0.3
M01365533,Srrm4/+,2013-05-16,RM,FT1,1.82E+05,1.79E+05,2499,1.4,128,694,0.39
M01080987,Tnik/Tnik,2013-05-16,RM,FT1,1.58E+05,1.56E+05,1894,1.21,208,456,0.29
M01102836,Tsfm/+,2013-05-16,RM,FT1,1.67E+05,1.65E+05,1823,1.1,135,401,0.24
M01102832,Tsfm/+,2013-05-16,RM,FT1,1.60E+05,1.57E+05,1671,1.06,140,402,0.26
M01102837,Tsfm/+,2013-05-16,RM,FT1,1.65E+05,1.62E+05,2580,1.59,181,477,0.29
M01102833,Tsfm/+,2013-05-16,RM,FT1,1.46E+05,1.43E+05,2462,1.72,144,439,0.31
M01102806,Tsfm/+,2013-05-16,RM,FT1,1.60E+05,1.58E+05,1977,1.25,148,476,0.3
M01346993,Usp24/Usp24,2013-05-16,RM,FT1,1.74E+05,1.71E+05,2142,1.25,86,398,0.23
M01041123,Vps53/+,2013-05-16,RM,FT1,1.61E+05,1.59E+05,1895,1.19,140,308,0.19
M01041122,Vps53/+,2013-05-16,RM,FT1,1.39E+05,1.37E+05,2187,1.6,165,326,0.24
M01038372,Zscan10/+,2013-05-16,RM,FT1,1.74E+05,1.71E+05,1835,1.07,199,481,0.28
M01071545,Actr6/+,2013-05-31,RM,FT1,1.51E+05,1.49E+05,681,0.46,158,353,0.24
M01110351,Actr6/+,2013-05-31,RM,FT1,1.36E+05,1.36E+05,183,0.13,117,310,0.23
M01110349,Actr6/+,2013-05-31,RM,FT1,1.41E+05,1.40E+05,277,0.2,68,375,0.27
M01110350,Actr6/+,2013-05-31,RM,FT1,1.29E+05,1.28E+05,277,0.22,77,394,0.31
M01120870,Actr6/+,2013-05-31,RM,FT1,1.34E+05,1.32E+05,1484,1.12,102,379,0.29
M01120871,Actr6/+,2013-05-31,RM,FT1,1.44E+05,1.40E+05,2827,2.02,73,453,0.32
M01089122,Arpc1b/Arpc1b,2013-05-31,RM,FT1,1.38E+05,1.37E+05,452,0.33,65,265,0.19
M01089123,Arpc1b/Arpc1b,2013-05-31,RM,FT1,1.36E+05,1.34E+05,1742,1.3,78,342,0.25
M01089124,Arpc1b/Arpc1b,2013-05-31,RM,FT1,1.22E+05,1.21E+05,1413,1.17,124,314,0.26
M01090037,Arvcf/Arvcf,2013-05-31,RM,FT1,1.44E+05,1.44E+05,419,0.29,74,343,0.24
